Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Fork,Exec,Exit,Watts,CPU,Freq,GPU,EdgeTPU (Quantized),Local Machine (Non-Quantized),Index
14:36:12,14,0,0.7,85.3,0,2,454,596,0,0,0,0,0,Hz,-N/A-,0,0,195
14:36:12,11.9,0,1.4,86.7,0,2,364,592,0,0,0,0,0,Hz,-N/A-,0,0,196
14:36:13,13.1,0,1.4,85.6,0,2,416,748,0,0,0,0,0,Hz,-N/A-,0,0,197
14:36:13,14.2,0,1,82.8,2,2,460,732,0,0,0,0,0,Hz,-N/A-,0,0,198
14:36:14,12.6,0,0.7,86.7,0,2,432,664,0,0,0,0,0,Hz,-N/A-,0,0,199
14:36:14,19,0,24.5,56.5,0,2,404,2208,5,0,0,0,0,Hz,-N/A-,0,0,200
14:36:15,14.5,0,0.3,85.1,0,2,328,660,0,0,0,0,0,Hz,-N/A-,0,0,201
14:36:15,13.9,0,1,85.1,0,2,506,824,2,2,0,0,0,Hz,-N/A-,0,0,202
14:36:16,14.1,1.7,1.4,82.8,0,2,610,934,3,0,2,0,0,Hz,-N/A-,0,0,203
14:36:16,15.9,3.4,3.4,77.3,0,3,2602,1792,6,1,0,0,0,Hz,-N/A-,0,0,204
14:36:17,14.5,0,1,84.5,0,2,532,768,0,0,1,0,0,Hz,-N/A-,0,0,205
14:36:17,16.5,0,1,82.5,0,2,602,690,0,0,0,0,0,Hz,-N/A-,0,0,206
14:36:18,14.5,0,1,84.5,0,2,578,720,0,0,0,0,0,Hz,-N/A-,0,0,207
14:36:18,13.7,0,1.4,84.9,0,2,454,646,0,0,0,0,0,Hz,-N/A-,0,0,208
14:36:19,19.2,0,1,79.8,0,2,572,830,6,0,0,0,0,Hz,-N/A-,0,0,209
14:36:19,24.8,0,0.7,74.5,0,2,606,936,2,0,2,0,0,Hz,-N/A-,0,0,210
14:36:20,30.5,0,0.7,68.8,0,2,650,1054,2,0,2,0,0,Hz,-N/A-,0,0,211
14:36:20,19.8,0,0.3,79.9,0,2,414,660,2,0,2,0,0,Hz,-N/A-,0,0,212
14:36:21,19.6,0,0.3,80.1,0,2,402,750,0,0,0,0,0,Hz,-N/A-,0,0,213
14:36:21,18.2,0,0.3,79.4,2.1,2,398,798,0,0,0,0,0,Hz,-N/A-,0,0,214
14:36:22,19.7,0,0.3,80,0,2,374,734,0,0,0,0,0,Hz,-N/A-,0,0,215
14:36:22,13.2,0,0,86.8,0,3,230,550,0,0,2,0,0,Hz,-N/A-,0,0,216
14:36:23,20.7,0,0.4,78.9,0,2,310,686,0,0,0,0,0,Hz,-N/A-,0,0,217
14:36:23,19.4,0,0.3,80.3,0,3,578,910,0,0,0,0,0,Hz,-N/A-,0,0,218
14:36:24,23.8,0,1,75.2,0,2,842,1068,0,0,0,0,0,Hz,-N/A-,0,0,219
14:36:24,25.3,0,1,73.7,0,2,778,1092,0,0,0,0,0,Hz,-N/A-,0,0,220
14:36:25,38.3,0,3,58.7,0,2,2380,1472,0,0,0,0,0,Hz,-N/A-,0,0,221
14:36:25,23.5,0,1,75.4,0,2,964,1216,0,0,0,0,0,Hz,-N/A-,0,0,222
14:36:26,24.6,0,1,74.4,0,3,998,1202,0,0,0,0,0,Hz,-N/A-,0,0,223
14:36:26,26.4,0,1,70.5,2.1,4,908,1192,1,0,0,0,0,Hz,-N/A-,0,0,224
14:36:27,35,0,2.4,60.2,2.4,3,2050,1520,3,0,6,0,0,Hz,-N/A-,0,0,225
14:36:27,30.2,0,0.7,69.1,0,3,1964,1288,0,0,1,0,0,Hz,-N/A-,0,0,226
14:36:28,32.9,0,1.4,65.8,0,3,1612,1256,0,0,0,0,0,Hz,-N/A-,0,0,227
